"entry_id","entry_tag","entrytag_id","parent_tag_id","level"
1126,Ancient Egyptian Religion,1157,9,3
1126,Beni Hassan,1183,1067,3
1126,Tomb of Khnumhotep I,1184,1183,4
1127,Religious Group,8,,1
1127,Korean Religions,28,8,2
1127,Abrahamic,905,8,2
1127,Christianity of the Global South,1014,8,2
1127,Protestantism,1032,8,2
1129,Religious Group,8,,1
1129,Greek Religions,22,8,2
1129,Roman Religious Traditions,42,8,2
1129,Macedonian Religions,194,22,3
1129,Hellenistic Religions,741,8,2
1129,Greek Polis Religions,744,22,3
1129,Greek Mystery Cults,745,22,3
1129,Greek Philosophical Traditions,746,22,3
1129,Greek Domestic Religions,747,22,3
1129,Roman Religions,900,8,2
1129,Greek Cult,982,8,2
1130,Religious Group,8,,1
1130,Egyptian Religions,20,8,2
1130,Religious Place,856,,1
1130,Temple,865,856,2
1130,Religious Complex,927,856,2
1130,Temenos,928,856,2
1130,City,1068,856,2
1130,Isiac Cults,1098,20,3
1130,Aegean,1100,856,2
1130,Greece,1126,856,2
1130,Archaeological monument,1144,856,2
1130,Macedonia,1149,1126,3
1130,Dion,1186,1068,3
1132,Religious Group,8,,1
1132,Buddhist Traditions,14,8,2
1132,Chinese Buddhist Traditions,65,14,3
1132,Chinese Religion,123,8,2
1132,Chinese Buddhist Traditions,383,123,3
1132,Chan Buddhism (chan zong 禪宗),384,383,4
1132,Pure Land school (jingtu zong 淨土宗),391,383,4
1132,Sect of the Three Stages (sanjie jiao 三階教),393,383,4
1132,Three Levels Movement (sanjie jiao 三階教),1188,383,4
1133,Religious Group,8,,1
1133,Egyptian Religions,20,8,2
1133,Greek Religions,22,8,2
1133,Hellenistic Religions,741,8,2
1133,Greek Cult,982,8,2
1134,Religious Group,8,,1
1134,Chinese Religion,123,8,2
1134,Chinese Buddhist Traditions,383,123,3
1134,Tiantai school (tiantai zong 天台宗),395,383,4
1134,Yellow and Yangzi Rivers Region,1251,8,2
1135,Religious Group,8,,1
1135,Chinese Religion,123,8,2
1135,Chinese Folk Religions,127,123,3
1135,Religious Place,856,,1
1135,Monument,857,856,2
1135,Open-Air Sanctuary,924,856,2
1135,Archaeological site,1099,857,3
1135,Yellow and Yangzi Rivers Region,1251,8,2
1136,Religious Group,8,,1
1136,Buddhist Traditions,14,8,2
1136,Chinese Buddhist Traditions,65,14,3
1136,Chinese Religion,123,8,2
1136,Chinese Folk Religions,127,123,3
1136,Confucian (rujia 儒家) Traditions,131,123,3
1136,Daoist Traditions,134,123,3
1136,New Religious Movement,786,8,2
1136,Apocalyptic Movements,813,786,3
1136,New Religious Movement (NRM),834,8,2
1136,Apocalyptic Movements,846,8,2
1136,Millenarian Movements,849,846,3
1136,Heresy,854,8,2
1136,Confucianism,1085,8,2
1136,Daoism,1108,8,2
1136,Messianism,1156,8,2
1136,Redemptive Societies,1189,8,2
1136,Yellow and Yangzi Rivers Region,1251,8,2
1138,Religious Group,8,,1
1138,Greek Religions,22,8,2
1138,Religious Place,856,,1
1138,Temple,865,856,2
1138,Altar,868,856,2
1138,Temenos,928,856,2
1138,Sacred Enclosure,932,856,2
1138,Greek Cult,982,8,2
1138,Archaeological monument,1144,856,2
1138,Phoenician Cult,1190,8,2
1139,Religious Group,8,,1
1139,African American Religion,1019,8,2
1139,Language,1747,,1
1139,Afro-Asiatic,1977,1747,2
1140,Religious Group,8,,1
1140,Chinese Religion,123,8,2
1140,Confucian (rujia 儒家) Traditions,131,123,3
1140,Imperial Confucian Traditions,234,131,4
1140,Confucianism,1085,8,2
1140,Early Medieval Confucian Traditions,1158,234,5
1140,Early Medieval Confucianism,1159,1085,3
1140,Yellow and Yangzi Rivers Region,1251,8,2
1141,Religious Group,8,,1
1141,Chinese Religion,123,8,2
1141,Chinese Folk Religions,127,123,3
1141,Chinese State Religion,128,123,3
1141,Imperial Confucian Traditions,235,128,4
1141,Text,1069,,1
1141,Cosmology,1106,1069,2
1141,Yellow and Yangzi Rivers Region,1251,8,2
1143,Religious Group,8,,1
1143,Egyptian Religions,20,8,2
1143,Religious Place,856,,1
1143,Temple,865,856,2
1143,Religious Complex,927,856,2
1143,Temenos,928,856,2
1143,Solar Cult,1110,20,3
1143,Cult of Amun,1132,20,3
1143,Cult of Hathor,1134,20,3
1143,Deir el-Bahari,1136,865,3
1143,Archaeological monument,1144,856,2
1143,Temple of Hatshepsut,1191,1136,4
1143,Ancient Egypt,1192,865,3
1143,Royal cult,1193,20,3
1144,Religious Group,8,,1
1144,Chinese Religion,123,8,2
1144,Chinese Folk Religions,127,123,3
1144,Confucian (rujia 儒家) Traditions,131,123,3
1144,Pre-Qin Confucian Traditions,132,131,4
1144,Neo-Confucian Traditions,133,131,4
1144,Daoist Traditions,134,123,3
1144,Imperial Confucian Traditions,234,131,4
1144,Chinese Buddhist Traditions,383,123,3
1144,Text,1069,,1
1144,Early Chinese text,1083,1069,2
1144,Excavated text,1084,1069,2
1144,Neo-Confucian text,1105,1069,2
1144,Cosmology,1106,1069,2
1144,Early Chinese cosmology,1117,123,3
1146,Religious Group,8,,1
1146,Egyptian Religions,20,8,2
1146,Religious Place,856,,1
1146,Temple,865,856,2
1146,Solar Cults,1111,20,3
1147,Religious Group,8,,1
1147,Egyptian Religions,20,8,2
1147,Greek Religions,22,8,2
1147,Religious Place,856,,1
1147,Roman Religions,900,8,2
1147,Tomb,1067,856,2
1147,Egypt,1195,856,2
1147,Catacomb,1196,856,2
1147,Cemetery,1197,856,2
1147,Alexandria,1198,856,2
1147,Graeco-Roman,1199,856,2
1148,Religious Group,8,,1
1148,African Religions,9,8,2
1148,Religious Place,856,,1
1148,Tomb,1067,856,2
1148,Ancient Egyptian Religion,1157,9,3
1148,Egypt,1195,856,2
1148,Pyramid,1200,1067,3
1148,Giza,1201,1195,3
1149,Religious Group,8,,1
1149,Chinese Religion,123,8,2
1149,Chinese Christian Traditions,237,123,3
1153,Religious Group,8,,1
1153,Orthodoxy,1021,8,2
1153,Orthodoxy,1213,1021,3
1154,Religious Group,8,,1
1154,Chinese Religion,123,8,2
1154,Chinese Common Religions,126,123,3
1154,Chinese Folk Religions,127,123,3
1154,Yellow and Yangzi Rivers Region,1251,8,2
1155,Religious Group,8,,1
1155,Egyptian Religions,20,8,2
1155,Text,1069,,1
1155,Mortuary text,1109,1069,2
1155,Ancient Egyptian Text,1171,1069,2
1155,Tomb,1207,8,2
1156,Religious Group,8,,1
1156,Orthodoxy,1021,8,2
1157,Religious Group,8,,1
1157,African Religions,9,8,2
1157,Religious Place,856,,1
1157,Amhara Religions,891,9,3
1157,Tomb,1067,856,2
1157,Egypt,1195,856,2
1158,Religious Group,8,,1
1158,Text,1069,,1
1158,Daoist text,1107,1069,2
1158,Daoism,1108,8,2
1158,Wei-Jin text,1113,1069,2
1158,Canonical texts,1120,1069,2
1158,Early Chinese Traditions,1123,8,2
1158,Yellow and Yangzi Rivers Region,1251,8,2
1159,Religious Group,8,,1
1159,Chinese Religion,123,8,2
1159,Confucian (rujia 儒家) Traditions,131,123,3
1159,Text,1069,,1
1159,Early Chinese text,1083,1069,2
1160,Religious Group,8,,1
1160,Text,1069,,1
1160,Scripture,1075,1069,2
1160,Daoist text,1107,1069,2
1160,Daoism,1108,8,2
1160,Yellow and Yangzi Rivers Region,1251,8,2
1161,Religious Group,8,,1
1161,Greek Religions,22,8,2
1161,Hellenistic Religions,741,8,2
1161,Religious Place,856,,1
1161,Temple,865,856,2
1161,Shrine,923,856,2
1161,Religious Complex,927,856,2
1161,Phrygia,978,8,2
1161,Greek Cult,982,8,2
1161,Mystery Religion,983,8,2
1161,Aegean,1100,856,2
1161,Greece,1126,856,2
1161,Graeco-Roman,1199,856,2
1162,Religious Group,8,,1
1162,Chinese Religion,123,8,2
1162,Lingbao Daoism,1076,8,2
1162,Daoism,1108,8,2
1162,Religious Practice,1238,8,2
1162,Yellow and Yangzi Rivers Region,1251,8,2
1163,Religious Group,8,,1
1163,Chinese Religion,123,8,2
1163,Chinese Christian Traditions,237,123,3
1164,Religious Group,8,,1
1164,Egyptian Religions,20,8,2
1164,Religious Place,856,,1
1164,Temple,865,856,2
1164,Aegean,1100,856,2
1164,Greece,1126,856,2
1164,Graeco-Roman,1199,856,2
1164,Crete,1220,856,2
1165,Religious Group,8,,1
1165,Egyptian Religions,20,8,2
1165,Text,1069,,1
1165,Ancient Egyptian Text,1171,1069,2
1165,Coffin Texts,1216,1171,3
1165,Funerary Beliefs and Rituals,1217,20,3
1168,Religious Group,8,,1
1168,Christian Traditions,18,8,2
1168,Religious Place,856,,1
1168,Temple,865,856,2
1168,Vedic Religion,895,8,2
1168,Vaishnavism,896,8,2
1168,Shaivism,1059,8,2
1168,Portuguese Catholicism (Modern Age),1222,18,3
1169,Religious Group,8,,1
1169,Greek Religions,22,8,2
1169,Hellenistic Religions,741,8,2
1169,Greek Polis Religions,744,22,3
1169,Religious Place,856,,1
1169,Monument,857,856,2
1169,Temple,865,856,2
1169,Open-Air Sanctuary,924,856,2
1169,Religious Complex,927,856,2
1169,Temenos,928,856,2
1169,Sacred Enclosure,932,856,2
1169,Greek Cult,982,8,2
1169,Archaeological site,1099,857,3
1169,Greece,1126,856,2
1169,Graeco-Roman,1199,856,2
1169,Thessaly,1223,1126,3
1170,Religious Group,8,,1
1170,Text,1069,,1
1170,Daoist text,1107,1069,2
1170,Daoism,1108,8,2
1170,Quanzhen,1226,8,2
1170,Yellow and Yangzi Rivers Region,1251,8,2
1171,Religious Group,8,,1
1171,Chinese Religion,123,8,2
1171,Confucian (rujia 儒家) Traditions,131,123,3
1171,Neo-Confucian Traditions,133,131,4
1171,Abrahamic,905,8,2
1172,Religious Group,8,,1
1172,Chinese Religion,123,8,2
1172,Daoist Traditions,134,123,3
1172,Twofold Mystery (Chongxuan 重玄),1228,134,4
1172,Yellow and Yangzi Rivers Region,1251,8,2
1172,Sichuan Basin and Hanzhong Valley Region,1312,8,2
1173,Religious Group,8,,1
1173,Egyptian Religions,20,8,2
1173,Islamic Traditions,24,8,2
1173,Hellenistic Religions,741,8,2
1173,Early Christianity,775,8,2
1173,Religious Place,856,,1
1173,Monument,857,856,2
1173,Constantine,864,856,2
1173,Temple,865,856,2
1173,Altar,868,856,2
1173,Shrine,923,856,2
1173,Open-Air Sanctuary,924,856,2
1173,Religious Complex,927,856,2
1173,Temenos,928,856,2
1173,Sacred Enclosure,932,856,2
1173,Shrines,934,856,2
1173,Tomb,1067,856,2
1173,City,1068,856,2
1173,Aegean,1100,856,2
1173,Greece,1126,856,2
1173,Archaeological monument,1144,856,2
1173,Egypt,1195,856,2
1173,Cemetery,1197,856,2
1173,Alexandria,1198,856,2
1173,Graeco-Roman,1199,856,2
1174,Religious Group,8,,1
1174,Canaanite Religions,15,8,2
1174,Religious Place,856,,1
1174,Temple,865,856,2
1174,Religious Complex,927,856,2
1174,Levantine Religion,929,8,2
1174,Syro-Palestinian Religion,930,8,2
1175,Religious Group,8,,1
1175,Syro-Palestinian Religion,930,8,2
1175,Arabian Religions,1229,8,2
1175,Aramaic Religions,1230,8,2
1176,Religious Group,8,,1
1176,Text,1069,,1
1176,Early Chinese text,1083,1069,2
1176,Excavated text,1084,1069,2
1176,Canonical texts,1120,1069,2
1176,Early Chinese Traditions,1123,8,2
1176,Confucian Classics,1172,1083,3
1176,Fuyang bamboo strips,1231,1084,3
1176,Shanghai Museum bamboo strips,1232,1084,3
1176,Anhui University bamboo strips,1233,1084,3
1176,Haihunhou bamboo strips,1234,1084,3
1176,Yellow and Yangzi Rivers Region,1251,8,2
1177,Religious Group,8,,1
1177,Greek Religions,22,8,2
1177,Hellenistic Religions,741,8,2
1177,Greek Mystery Cults,745,22,3
1177,Greek Domestic Religions,747,22,3
1177,Asia Minor,981,8,2
1177,Greek Cult,982,8,2
1177,Mystery Religion,983,8,2
1177,Mysticism,1053,8,2
1177,Text,1069,,1
1177,Mortuary text,1109,1069,2
1177,Tomb,1207,8,2
1177,Ancient Greek text,1235,1069,2
1177,Totenpass,1236,1069,2
1178,Religious Group,8,,1
1178,New Age Religion,788,8,2
1178,Mystery Religion,1237,8,2
1178,Spiritual Business,1282,8,2
1180,Religious Group,8,,1
1180,Indic Religious Traditions,510,8,2
1180,Syncretic Religions,806,8,2
1180,Southeast Asian Religions,808,8,2
1180,Shamanism,904,8,2
1181,Religious Group,8,,1
1181,Buddhist Traditions,14,8,2
1181,Chinese Religion,123,8,2
1181,Chinese Buddhist Traditions,383,123,3
1181,Chan Buddhism (chan zong 禪宗),384,383,4
1181,Disciplinary school (lü zong 律宗),386,383,4
1181,Pure Land school (jingtu zong 淨土宗),391,383,4
1181,Religious Place,856,,1
1181,Temple,865,856,2
1181,Early Chinese Traditions,1123,8,2
1181,A Hybrid of Popular Beliefs,1164,1123,3
1181,Yellow and Yangzi Rivers Region,1251,8,2
1182,Religious Group,8,,1
1182,Text,1069,,1
1182,Early Chinese text,1083,1069,2
1182,Cosmology,1106,1069,2
1182,Daoist text,1107,1069,2
1182,Daoism,1108,8,2
1182,Cosmogony,1118,1069,2
1182,Early Chinese Traditions,1123,8,2
1182,Yellow and Yangzi Rivers Region,1251,8,2
1183,Religious Group,8,,1
1183,Mesopotamian Religions,34,8,2
1183,Sumerian Religions,46,8,2
1183,Near East,1361,8,2
1183,Middle Bronze Age,1432,8,2
1184,Religious Group,8,,1
1184,Chinese Religion,123,8,2
1184,Chinese Folk Religions,127,123,3
1184,Religious Place,856,,1
1184,Temple,865,856,2
1184,South Sea God Worship,1239,127,4
1185,Religious Group,8,,1
1185,Greek Religions,22,8,2
1185,Mesopotamian Religions,34,8,2
1185,Hellenistic Religions,741,8,2
1185,Religious Place,856,,1
1185,Monument,857,856,2
1185,Temple,865,856,2
1185,Altar,868,856,2
1185,Roman Religions,900,8,2
1185,Shrine,923,856,2
1185,Religious Complex,927,856,2
1185,Temenos,928,856,2
1185,Levantine Religion,929,8,2
1185,Shrines,934,856,2
1185,Greek Cult,982,8,2
1185,City,1068,856,2
1185,Archaeological monument,1144,856,2
1185,Phoenician Cult,1190,8,2
1185,Graeco-Roman,1199,856,2
1185,Arabian Religions,1229,8,2
1185,Aramaic Religions,1230,8,2
1185,Religious Practice,1238,8,2
1185,Palmyra,1240,8,2
1186,Religious Group,8,,1
1186,Canaanite Religions,15,8,2
1186,Religious Place,856,,1
1186,Shrine,923,856,2
1186,Open-Air Sanctuary,924,856,2
1186,Religious Complex,927,856,2
1186,Levantine Religion,929,8,2
1186,Syro-Palestinian Religion,930,8,2
1187,Religious Group,8,,1
1187,Canaanite Religions,15,8,2
1187,Levantine Religion,929,8,2
1187,Syro-Palestinian Religion,930,8,2
1187,Religious Practice,1238,8,2
1188,Religious Group,8,,1
1188,Anatolian Religions,10,8,2
1188,Greek Religions,22,8,2
1188,Hellenistic Religions,741,8,2
1188,Syncretic Religions,806,8,2
1188,Greek Cult,982,8,2
1188,Mystery Religion,983,8,2
1188,Text,1069,,1
1188,Phoenician Cult,1190,8,2
1188,Ancient Greek text,1235,1069,2
1188,Inscription,1241,1069,2
1188,Sacred Law,1242,1069,2
1189,Religious Group,8,,1
1189,Anatolian Religions,10,8,2
1189,Assyrian Religions,11,8,2
1189,Canaanite Religions,15,8,2
1189,Levantine Religion,929,8,2
1189,Syro-Palestinian Religion,930,8,2
1189,Religious Practice,1238,8,2
1190,Religious Group,8,,1
1190,Anatolian Religions,10,8,2
1190,Mesopotamian Religions,34,8,2
1190,Urartian Religions,61,10,3
1190,Assyrian Religions,331,34,3
1190,Hurrian Religions,1257,34,3
1191,Religious Group,8,,1
1191,Egyptian Religions,20,8,2
1191,Jewish Traditions,27,8,2
1191,Roman Religious Traditions,42,8,2
1191,Hellenistic Religions,741,8,2
1191,Greek Cult,982,8,2
1192,Religious Group,8,,1
1192,Syncretic Religions,806,8,2
1192,Southeast Asian Religions,808,8,2
1192,Animist,836,8,2
1192,Reform Movement,866,8,2
1192,Southeast Asian Hinduism,1243,8,2
1192,Hinduism,1244,8,2
1193,Religious Group,8,,1
1193,Greek Religions,22,8,2
1193,Hellenistic Religions,741,8,2
1193,Religious Place,856,,1
1193,Shrine,923,856,2
1193,Open-Air Sanctuary,924,856,2
1193,Indo-European Religion,956,8,2
1193,Greek Cult,982,8,2
1193,Aegean,1100,856,2
1193,Greece,1126,856,2
1193,Graeco-Roman,1199,856,2
1193,Thessaly,1223,1126,3
1193,Nature Sanctuaries,1245,856,2
1193,Cave Shrines,1246,1245,3
1193,Sacred Groves,1247,1245,3
1194,Religious Group,8,,1
1194,Anatolian Religions,10,8,2
1194,Greek Religions,22,8,2
1194,Phrygian Religions,58,10,3
1194,Macedonian Religions,194,22,3
1194,Hellenistic Religions,741,8,2
1194,Greek Polis Religions,744,22,3
1194,Greek Mystery Cults,745,22,3
1194,Religious Place,856,,1
1194,Temple,865,856,2
1194,Religious Complex,927,856,2
1194,Greek Cult,982,8,2
1194,Aegean,1100,856,2
1194,Greece,1126,856,2
1194,Archaeological monument,1144,856,2
1194,Graeco-Roman,1199,856,2
1194,Thessaly,1223,1126,3
1195,Religious Group,8,,1
1195,African American Religion,1019,8,2
1196,Religious Group,8,,1
1196,Syncretic Religions,806,8,2
1196,Central American Religions,1002,8,2
1197,Religious Group,8,,1
1197,Reform Movement,866,8,2
1197,Secularism,916,8,2
1197,Post-Christian,1029,8,2
1198,Religious Group,8,,1
1198,Anatolian Religions,10,8,2
1198,Hittite Religions,55,10,3
1198,Religious Place,856,,1
1198,Open-Air Sanctuary,924,856,2
1198,Archaeological monument,1144,856,2
1199,Religious Group,8,,1
1199,African Religions,9,8,2
1201,Religious Group,8,,1
1201,Greek Religions,22,8,2
1201,Hellenistic Religions,741,8,2
1201,Greek Polis Religions,744,22,3
1201,Greek Mystery Cults,745,22,3
1201,Religious Place,856,,1
1201,Temple,865,856,2
1201,Temenos,928,856,2
1201,Shrines,934,856,2
1201,Greek Cult,982,8,2
1201,Mystery Religion,983,8,2
1201,Aegean,1100,856,2
1201,Greece,1126,856,2
1201,Attica,1127,1126,3
1201,Graeco-Roman,1199,856,2
1201,Mystery Religion,1237,8,2
1202,Religious Group,8,,1
1202,Greek Religions,22,8,2
1202,Macedonian Religions,194,22,3
1202,Greek Polis Religions,744,22,3
1202,Greek Mystery Cults,745,22,3
1202,Greek Domestic Religions,747,22,3
1202,Religious Place,856,,1
1202,Temple,865,856,2
1202,Religious Complex,927,856,2
1202,Greek Cult,982,8,2
1202,Mystery Religion,983,8,2
1202,Aegean,1100,856,2
1202,Greece,1126,856,2
1202,Graeco-Roman,1199,856,2
1202,Thessaly,1223,1126,3
1202,Mystery Religion,1237,8,2
1203,Religious Group,8,,1
1203,Jewish Traditions,27,8,2
1203,Apocalyptic Movements,846,8,2
1203,Abrahamic,905,8,2
1203,Prophecy,979,8,2
1203,Text,1069,,1
1203,Scripture,1075,1069,2
1203,Messianism,1156,8,2
1203,Apocalyptic Literature,1253,1069,2
1203,Jewish Court Tales,1254,1069,2
1203,Biblical Prophets,1255,1069,2
1203,Early Jewish Literature,1256,1069,2
1206,Religious Group,8,,1
1206,Religious Place,856,,1
1206,Shrine,923,856,2
1206,Levantine Religion,929,8,2
1207,Religious Group,8,,1
1207,Text,1069,,1
1207,Daoist text,1107,1069,2
1207,Daoism,1108,8,2
1208,Religious Group,8,,1
1208,Religious Place,856,,1
1208,Tomb,1067,856,2
1208,Yellow and Yangzi Rivers Region,1251,8,2
1209,Religious Group,8,,1
1209,Religious Place,856,,1
1209,Tomb,1067,856,2
1209,Yellow and Yangzi Rivers Region,1251,8,2
1210,Religious Group,8,,1
1210,African Religion,1012,8,2
1211,Religious Group,8,,1
1211,Anatolian Religions,10,8,2
1211,Mesopotamian Religions,34,8,2
1211,Hittite Religions,55,10,3
1211,Religious Place,856,,1
1211,Asia Minor,981,8,2
1211,City,1068,856,2
1211,Hurrian Religions,1257,34,3
1211,Hattic/Hattian Religions,1263,10,3
1212,Religious Group,8,,1
1212,Greek Religions,22,8,2
1212,Religious Place,856,,1
1212,Temple,865,856,2
1212,Greek Cult,982,8,2
1212,Greece,1126,856,2
1212,Archaeological monument,1144,856,2
1213,Religious Group,8,,1
1213,Greek Religions,22,8,2
1213,Religious Place,856,,1
1213,Temple,865,856,2
1213,Temenos,928,856,2
1213,Greek Cult,982,8,2
1213,Mystery Religion,983,8,2
1213,Greece,1126,856,2
1213,Archaeological monument,1144,856,2
1214,Religious Group,8,,1
1214,Canaanite Religions,15,8,2
1214,Religious Place,856,,1
1214,Temple,865,856,2
1214,Levantine Religion,929,8,2
1215,Religious Group,8,,1
1215,Greek Religions,22,8,2
1215,Hellenistic Religions,741,8,2
1215,Religious Place,856,,1
1215,Shrine,923,856,2
1215,Phrygia,978,8,2
1215,Greek Cult,982,8,2
1215,Mystery Religion,983,8,2
1215,Greece,1126,856,2
1215,Archaeological monument,1144,856,2
1216,Religious Group,8,,1
1216,Chinese Religion,123,8,2
1216,Religious Place,856,,1
1216,Tomb,1067,856,2
1216,Early Chinese Traditions,1123,8,2
1216,Yellow and Yangzi Rivers Region,1251,8,2
1216,China,1258,856,2
1217,Religious Group,8,,1
1217,Canaanite Religions,15,8,2
1217,Religious Place,856,,1
1217,Temple,865,856,2
1217,Shrine,923,856,2
1217,Religious Complex,927,856,2
1217,Levantine Religion,929,8,2
1217,Philistine Religion,1262,929,3
1218,Religious Group,8,,1
1218,Syncretic Religions,806,8,2
1218,Religious Confucianism,1264,806,3
1219,Religious Group,8,,1
1219,Chinese Religion,123,8,2
1219,Confucian (rujia 儒家) Traditions,131,123,3
1219,Imperial Confucian Traditions,234,131,4
1219,Text,1069,,1
1219,Early Chinese text,1083,1069,2
1220,Religious Group,8,,1
1220,Buddhist Traditions,14,8,2
1220,Mongolian Religions,37,8,2
1220,Mongolian Buddhism,114,14,3
1220,Mongolian Shamanism,329,37,3
1220,Shamanism,904,8,2
1220,Religious Practice,1238,8,2
1220,Inner Asian Native Religions,1265,8,2
1221,Religious Group,8,,1
1221,Canaanite Religions,15,8,2
1221,Religious Place,856,,1
1221,Temple,865,856,2
1221,Levantine Religion,929,8,2
1221,Tell Deir 'Alla,1266,865,3
1221,Jordan,1267,856,2
1222,Religious Group,8,,1
1222,South Asian Religion,1037,8,2
1223,Religious Group,8,,1
1223,Indic Religious Traditions,510,8,2
1224,Religious Group,8,,1
1224,Text,1069,,1
1224,Scripture,1075,1069,2
1224,Daoist text,1107,1069,2
1224,Daoism,1108,8,2
1224,Canonical texts,1120,1069,2
1224,Yellow and Yangzi Rivers Region,1251,8,2
1225,Religious Group,8,,1
1225,Roman Religious Traditions,42,8,2
1225,Religious Place,856,,1
1225,Archaeological monument,1144,856,2
1225,House Church,1270,856,2
1225,Mausoleum,1271,856,2
1225,Romano-British Christianity,1272,42,3
1226,Religious Group,8,,1
1226,Greek Religions,22,8,2
1226,Hellenistic Religions,741,8,2
1226,Religious Place,856,,1
1226,Temple,865,856,2
1226,Religious Complex,927,856,2
1226,Greek Cult,982,8,2
1226,Greece,1126,856,2
1226,Graeco-Roman,1199,856,2
1227,Religious Group,8,,1
1227,Arabian Religions,1229,8,2
1228,Religious Group,8,,1
1228,Oceanic Religions,40,8,2
1229,Religious Group,8,,1
1229,Christian Traditions,18,8,2
1229,Chinese Religion,123,8,2
1229,Chinese Christian Traditions,237,123,3
1229,Protestantism,826,18,3
1229,Yellow and Yangzi Rivers Region,1251,8,2
1229,Three Self Patriotic Movement,1275,237,4
1229,Chinese Protestantism,1276,237,4
1229,Signs and wonders,1277,237,4
1230,Religious Group,8,,1
1230,Greek Religions,22,8,2
1230,Religious Place,856,,1
1230,Monument,857,856,2
1230,Sacred Enclosure,932,856,2
1230,Greek Cult,982,8,2
1230,Archaeological site,1099,857,3
1230,Aegean,1100,856,2
1230,Greece,1126,856,2
1230,Attica,1127,1126,3
1230,Graeco-Roman,1199,856,2
1230,Agora,1278,856,2
1231,Religious Group,8,,1
1231,Chinese Religion,123,8,2
1231,Daoist Traditions,134,123,3
1231,Divine Empyrean (Shenxiao 神霄),1280,123,3
1232,Religious Group,8,,1
1232,African Religions,9,8,2
1232,Text,1069,,1
1232,Cosmology,1106,1069,2
1232,Ancient Egyptian Religion,1157,9,3
1232,Ancient Egyptian Text,1171,1069,2
1234,Religious Group,8,,1
1234,African Religions,9,8,2
1234,Akan Religions,890,9,3
1236,Religious Group,8,,1
1236,Buddhist Traditions,14,8,2
1236,Chinese Buddhist Traditions,65,14,3
1236,Chinese Religion,123,8,2
1236,Chinese Folk Religions,127,123,3
1236,Religious Place,856,,1
1236,Temple,865,856,2
1236,Religious Practice,1238,8,2
1237,Religious Group,8,,1
1237,New Age Religion,788,8,2
1237,Syncretic Religions,806,8,2
1237,New Religious Movement (NRM),834,8,2
1237,Apocalyptic Movements,846,8,2
1237,Methodism,971,8,2
1237,Prophecy,979,8,2
1237,Evangelical Religion,1016,8,2
1237,American Christianity,1030,8,2
1237,Protestantism,1032,8,2
1239,Religious Group,8,,1
1239,Christian Traditions,18,8,2
1239,Jewish Traditions,27,8,2
1239,Text,1069,,1
1239,Scripture,1075,1069,2
1239,Jewish Court Tales,1254,1069,2
1239,Early Jewish Literature,1256,1069,2
1239,Religious Holidays,1284,1069,2
1240,Religious Group,8,,1
1240,African Religions,9,8,2
1240,Azande Religions,893,9,3
1241,Religious Group,8,,1
1241,Chinese Religion,123,8,2
1241,Chinese Common Religions,126,123,3
1241,Chinese Folk Religions,127,123,3
1241,Chinese Christian Traditions,237,123,3
1241,Yellow and Yangzi Rivers Region,1251,8,2
1243,Religious Group,8,,1
1243,Christian Traditions,18,8,2
1243,Catholic,153,18,3
1243,Chinese Christian Traditions,238,18,3
1243,Text,1069,,1
1243,Scripture,1075,1069,2
1243,Catholic text,1115,1069,2
1243,Yellow and Yangzi Rivers Region,1251,8,2
1243,Religious Holidays,1284,1069,2
1244,Religious Group,8,,1
1244,Chinese Religion,123,8,2
1244,Daoist Traditions,134,123,3
1244,'Highest Clarity' (shangqing 上清),137,134,4
1244,Text,1069,,1
1244,Daoist text,1107,1069,2
1244,Daoism,1108,8,2
1244,Wei-Jin text,1113,1069,2
1245,Religious Group,8,,1
1245,Religious Place,856,,1
1245,Abrahamic,905,8,2
1245,Religious Complex,927,856,2
1245,Levantine Religion,929,8,2
1245,Ritual Tent,1292,856,2
1245,Israelite Religion,1293,8,2
1246,Religious Group,8,,1
1246,African Religions,9,8,2
1247,Religious Group,8,,1
1247,Christian Traditions,18,8,2
1247,Catholic,153,18,3
1247,'Roman' Catholic,156,153,4
1247,Abrahamic,905,8,2
1247,North American Religions,998,8,2
1247,American Christianity,1030,8,2
1248,Religious Group,8,,1
1248,Anatolian Religions,10,8,2
1248,Assyrian Religions,11,8,2
1248,Mesopotamian Religions,34,8,2
1248,Religious Practice,1238,8,2
1249,Religious Group,8,,1
1249,Egyptian Religions,20,8,2
1249,Greek Religions,22,8,2
1249,Macedonian Religions,194,22,3
1249,Hellenistic Religions,741,8,2
1249,Greek Polis Religions,744,22,3
1249,Greek Mystery Cults,745,22,3
1249,Greek Cult,982,8,2
1249,Mystery Religion,983,8,2
1250,Religious Group,8,,1
1250,Islamic Traditions,24,8,2
1250,Abrahamic,905,8,2
1250,Levantine Religion,929,8,2
1250,Arabian Religions,1229,8,2
1251,Religious Group,8,,1
1251,African Religions,9,8,2
1251,Bantu Religions,50,9,3
1252,Religious Group,8,,1
1252,Buddhist Traditions,14,8,2
1252,Chinese Religion,123,8,2
1252,Text,1069,,1
1252,Early Chinese text,1083,1069,2
1252,Yogacara Buddhism,1087,1069,2
1252,Chinese Buddhist text,1102,1069,2
1252,Yellow and Yangzi Rivers Region,1251,8,2
1252,Paramārtha,1286,1069,2
1252,Yogācāra,1288,1069,2
1253,Religious Group,8,,1
